transaction_id,date,customer_id,customer_segment,product_category,quantity,unit_price,discount,discounted_price,total_amount,payment_method,satisfaction_score
1250,2023-07-24 07:00:00,51,Regular,Sports & Outdoors,1,75.58,0.0,75.58,75.58,Credit Card,4.41
1251,2023-07-24 07:00:00,186,New,Clothing,2,54.37,0.0,54.37,108.74,Digital Wallet,3.15
1252,2023-07-24 08:00:00,34,Regular,Sports & Outdoors,1,75.21,0.2,60.17,60.17,Debit Card,3.31
1253,2023-07-24 11:00:00,803,Premium,Books,1,27.51,0.0,27.51,30.261000000000003,Debit Card,4.48
1254,2023-07-24 11:00:00,742,New,Electronics,1,370.02,0.0,370.02,407.022,Debit Card,2.94
1255,2023-07-24 11:00:00,131,Regular,Sports & Outdoors,3,65.97,0.0,65.97,217.70100000000002,Credit Card,4.28
1256,2023-07-24 11:00:00,632,Regular,Books,3,19.51,0.0,19.51,64.38300000000001,Digital Wallet,3.76
1257,2023-07-24 12:00:00,443,New,Clothing,1,79.84,0.0,79.84,87.82400000000001,Digital Wallet,4.24
1258,2023-07-24 14:00:00,838,Regular,Electronics,1,451.82,0.1,406.63,447.293,Debit Card,3.95
1259,2023-07-24 16:00:00,759,Regular,Sports & Outdoors,1,42.52,0.1,38.27,42.09700000000001,Cash,4.87
1260,2023-07-24 16:00:00,432,Regular,Books,1,22.57,0.0,22.57,24.827,Debit Card,4.41
1261,2023-07-24 17:00:00,704,Premium,Electronics,1,462.02,0.0,462.02,508.22200000000004,Debit Card,3.64
1262,2023-07-24 20:00:00,497,New,Electronics,1,410.96,0.0,410.96,410.96,Cash,4.48
1263,2023-07-24 21:00:00,403,New,Home & Garden,1,131.03,0.0,131.03,131.03,Credit Card,3.54
1264,2023-07-24 22:00:00,323,Premium,Electronics,1,784.67,0.0,784.67,784.67,Credit Card,3.07
1265,2023-07-25 00:00:00,210,Regular,Books,1,2.22,0.0,2.22,2.22,Credit Card,4.68
1266,2023-07-25 00:00:00,615,Regular,Clothing,1,57.47,0.0,57.47,57.47,Cash,2.81
1267,2023-07-25 03:00:00,329,Regular,Home & Garden,2,85.99,0.0,85.99,171.98,Debit Card,4.86
1268,2023-07-25 03:00:00,372,Regular,Books,3,35.01,0.0,35.01,105.03,Credit Card,4.09
1269,2023-07-25 04:00:00,460,Regular,Books,3,20.3,0.0,20.3,60.9,Credit Card,4.41
1270,2023-07-25 05:00:00,133,New,Books,2,15.29,0.0,15.29,30.58,Credit Card,3.96
1271,2023-07-25 05:00:00,835,New,Sports & Outdoors,1,50.91,0.0,50.91,50.91,Credit Card,4.37
1272,2023-07-25 05:00:00,651,New,Sports & Outdoors,2,89.9,0.0,89.9,179.8,Cash,4.22
1273,2023-07-25 06:00:00,121,Premium,Clothing,1,53.86,0.3,37.7,37.7,Digital Wallet,4.18
1274,2023-07-25 07:00:00,606,New,Books,2,28.8,0.0,28.8,57.6,Cash,3.96
1275,2023-07-25 08:00:00,452,Regular,Sports & Outdoors,1,106.05,0.0,106.05,106.05,Debit Card,4.32
1276,2023-07-25 08:00:00,965,Premium,Sports & Outdoors,3,61.8,0.0,61.8,185.4,Debit Card,4.87
1277,2023-07-25 09:00:00,129,Regular,Sports & Outdoors,1,93.63,0.0,93.63,93.63,Debit Card,3.9
1278,2023-07-25 10:00:00,91,Regular,Clothing,3,63.31,0.0,63.31,189.93,Digital Wallet,3.49
1279,2023-07-25 11:00:00,604,Regular,Clothing,1,94.68,0.2,75.74,83.31400000000001,Cash,4.66
1280,2023-07-25 11:00:00,575,Regular,Books,1,21.88,0.2,17.5,19.25,Cash,4.44
1281,2023-07-25 11:00:00,29,Regular,Home & Garden,2,63.57,0.1,57.21,125.86200000000001,Debit Card,4.73
1282,2023-07-25 11:00:00,722,Regular,Books,1,20.88,0.0,20.88,22.968,Credit Card,3.82
1283,2023-07-25 13:00:00,524,Premium,Sports & Outdoors,1,118.82,0.2,95.05,104.555,Debit Card,3.77
1284,2023-07-25 15:00:00,333,Premium,Sports & Outdoors,3,119.29,0.0,119.29,393.65700000000004,Credit Card,4.83
1285,2023-07-25 15:00:00,297,Premium,Electronics,3,349.25,0.0,349.25,1152.525,Credit Card,3.47
1286,2023-07-25 16:00:00,130,Premium,Books,1,16.39,0.0,16.39,18.029000000000003,Credit Card,3.75
1287,2023-07-25 20:00:00,293,Regular,Sports & Outdoors,1,52.27,0.3,36.59,36.59,Credit Card,4.41
1288,2023-07-25 20:00:00,173,Regular,Sports & Outdoors,1,123.45,0.1,111.1,111.1,Debit Card,4.95
1289,2023-07-25 20:00:00,720,Premium,Home & Garden,1,115.99,0.0,115.99,115.99,Credit Card,5.0
1290,2023-07-25 21:00:00,944,Regular,Electronics,3,323.9,0.0,323.9,971.7,Debit Card,3.35
1291,2023-07-25 23:00:00,24,Premium,Books,3,31.4,0.0,31.4,94.2,Credit Card,4.08
1292,2023-07-26 01:00:00,99,Regular,Clothing,1,23.66,0.0,23.66,23.66,Debit Card,4.35
1293,2023-07-26 05:00:00,406,Regular,Books,3,21.87,0.0,21.87,65.61,Debit Card,3.26
1294,2023-07-26 05:00:00,356,Regular,Books,1,28.12,0.0,28.12,28.12,Credit Card,3.93
1295,2023-07-26 06:00:00,139,Premium,Home & Garden,1,55.99,0.0,55.99,55.99,Digital Wallet,5.0
1296,2023-07-26 06:00:00,503,New,Books,2,27.47,0.0,27.47,54.94,Debit Card,4.02
1297,2023-07-26 07:00:00,826,Regular,Home & Garden,1,47.73,0.0,47.73,47.73,Debit Card,4.79
1298,2023-07-26 07:00:00,174,Regular,Home & Garden,2,118.76,0.0,118.76,237.52,Debit Card,4.01
1299,2023-07-26 09:00:00,29,New,Sports & Outdoors,1,140.46,0.3,98.32,98.32,Debit Card,3.55
1300,2023-07-26 11:00:00,931,Regular,Clothing,1,35.45,0.0,35.45,38.995000000000005,Credit Card,4.67
1301,2023-07-26 12:00:00,496,Regular,Home & Garden,1,132.07,0.0,132.07,145.27700000000002,Digital Wallet,3.85
1302,2023-07-26 14:00:00,655,Regular,Electronics,3,324.51,0.0,324.51,1070.883,Debit Card,4.45
1303,2023-07-26 15:00:00,828,Regular,Electronics,1,249.51,0.0,249.51,274.461,Credit Card,3.95
1304,2023-07-26 16:00:00,351,Regular,Clothing,1,56.41,0.0,56.41,62.051,Debit Card,4.15
1305,2023-07-26 17:00:00,554,Regular,Home & Garden,1,125.91,0.0,125.91,138.501,Debit Card,4.27
1306,2023-07-26 18:00:00,299,Regular,Clothing,1,67.92,0.0,67.92,74.712,Credit Card,4.31
1307,2023-07-26 20:00:00,720,New,Sports & Outdoors,1,29.23,0.0,29.23,29.23,Digital Wallet,3.32
1308,2023-07-26 21:00:00,842,Premium,Electronics,1,362.01,0.2,289.61,289.61,Debit Card,4.61
1309,2023-07-26 21:00:00,945,Regular,Books,2,12.53,0.0,12.53,25.06,Credit Card,4.19
1310,2023-07-26 22:00:00,192,Regular,Electronics,2,260.42,0.0,260.42,520.84,Debit Card,3.85
1311,2023-07-26 23:00:00,672,Regular,Home & Garden,1,84.66,0.0,84.66,84.66,Debit Card,4.31
1312,2023-07-27 00:00:00,64,Regular,Clothing,1,41.53,0.1,37.38,37.38,Credit Card,4.82
1313,2023-07-27 03:00:00,755,Regular,Electronics,1,81.78,0.0,81.78,81.78,Digital Wallet,4.63
1314,2023-07-27 04:00:00,770,Regular,Books,1,24.71,0.0,24.71,24.71,Digital Wallet,4.52
1315,2023-07-27 04:00:00,664,Regular,Books,1,30.63,0.0,30.63,30.63,Digital Wallet,3.31
1316,2023-07-27 09:00:00,215,Regular,Clothing,1,70.49,0.0,70.49,70.49,Credit Card,4.09
1317,2023-07-27 12:00:00,834,Regular,Clothing,1,22.35,0.0,22.35,24.585000000000004,Digital Wallet,3.73
1318,2023-07-27 12:00:00,166,New,Electronics,1,584.57,0.0,584.57,643.0270000000002,Digital Wallet,3.44
1319,2023-07-27 13:00:00,543,Regular,Home & Garden,2,18.39,0.1,16.55,36.410000000000004,Cash,4.3
1320,2023-07-27 13:00:00,883,New,Sports & Outdoors,1,72.1,0.0,72.1,79.31,Cash,5.0
1321,2023-07-27 13:00:00,232,New,Books,1,14.79,0.1,13.31,14.641000000000002,Credit Card,3.72
1322,2023-07-27 13:00:00,794,Premium,Clothing,1,14.57,0.2,11.66,12.826,Credit Card,4.61
1323,2023-07-27 14:00:00,541,Regular,Sports & Outdoors,1,85.36,0.1,76.83,84.513,Credit Card,4.36
1324,2023-07-27 17:00:00,195,Regular,Sports & Outdoors,1,94.79,0.2,75.83,83.41300000000001,Debit Card,4.25
1325,2023-07-27 18:00:00,506,Regular,Sports & Outdoors,3,82.43,0.0,82.43,272.019,Digital Wallet,4.09
1326,2023-07-27 19:00:00,334,Premium,Home & Garden,2,129.52,0.1,116.57,256.454,Digital Wallet,5.0
1327,2023-07-27 19:00:00,768,Regular,Clothing,1,62.67,0.3,43.87,48.257,Digital Wallet,4.91
1328,2023-07-27 20:00:00,793,Regular,Books,1,39.63,0.0,39.63,39.63,Credit Card,4.92
1329,2023-07-27 20:00:00,304,Regular,Clothing,1,53.29,0.0,53.29,53.29,Credit Card,3.91
1330,2023-07-27 20:00:00,833,Premium,Electronics,1,411.02,0.0,411.02,411.02,Credit Card,4.0
1331,2023-07-27 21:00:00,437,Premium,Books,1,39.75,0.1,35.78,35.78,Debit Card,3.96
1332,2023-07-27 22:00:00,323,Premium,Clothing,1,40.23,0.0,40.23,40.23,Digital Wallet,3.73
1333,2023-07-27 23:00:00,502,New,Books,1,31.16,0.0,31.16,31.16,Digital Wallet,3.29
1334,2023-07-27 23:00:00,858,New,Electronics,3,464.39,0.0,464.39,1393.17,Debit Card,3.0
1335,2023-07-28 00:00:00,914,New,Books,1,47.82,0.0,47.82,47.82,Cash,4.18
1336,2023-07-28 02:00:00,393,New,Sports & Outdoors,1,32.69,0.2,26.15,26.15,Credit Card,5.0
1337,2023-07-28 03:00:00,806,Premium,Home & Garden,1,132.87,0.0,132.87,132.87,Debit Card,3.97
1338,2023-07-28 07:00:00,599,New,Electronics,1,831.7,0.0,831.7,831.7,Credit Card,3.09
1339,2023-07-28 08:00:00,149,New,Books,2,24.3,0.0,24.3,48.6,Credit Card,4.76
1340,2023-07-28 09:00:00,761,New,Electronics,1,492.59,0.1,443.33,443.33,Cash,3.52
1341,2023-07-28 09:00:00,833,New,Sports & Outdoors,2,26.89,0.0,26.89,53.78,Digital Wallet,3.7
1342,2023-07-28 10:00:00,405,New,Home & Garden,2,108.45,0.0,108.45,216.9,Credit Card,3.63
1343,2023-07-28 10:00:00,283,Regular,Electronics,1,721.96,0.1,649.77,649.77,Credit Card,3.9
1344,2023-07-28 10:00:00,362,Regular,Sports & Outdoors,1,71.65,0.0,71.65,71.65,Credit Card,4.19
1345,2023-07-28 12:00:00,379,New,Sports & Outdoors,1,100.87,0.0,100.87,110.95700000000001,Credit Card,4.15
1346,2023-07-28 13:00:00,198,Regular,Sports & Outdoors,3,19.97,0.0,19.97,65.901,Debit Card,3.75
1347,2023-07-28 14:00:00,556,Regular,Books,1,30.33,0.0,30.33,33.363,Debit Card,4.85
1348,2023-07-28 16:00:00,356,New,Clothing,1,36.12,0.3,25.28,27.808000000000003,Debit Card,5.0
1349,2023-07-28 19:00:00,540,Regular,Electronics,1,790.02,0.0,790.02,869.022,Credit Card,3.13
1350,2023-07-28 19:00:00,429,Regular,Clothing,1,76.29,0.1,68.66,75.526,Credit Card,4.77
1351,2023-07-28 20:00:00,17,Regular,Sports & Outdoors,1,85.78,0.1,77.2,77.2,Credit Card,3.98
1352,2023-07-28 20:00:00,639,Regular,Clothing,1,36.33,0.0,36.33,36.33,Digital Wallet,4.81
1353,2023-07-28 22:00:00,379,New,Sports & Outdoors,1,74.03,0.3,51.82,51.82,Cash,5.0
1354,2023-07-28 22:00:00,680,Premium,Sports & Outdoors,2,55.47,0.0,55.47,110.94,Credit Card,3.53
1355,2023-07-28 22:00:00,506,Premium,Home & Garden,2,151.7,0.0,151.7,303.4,Credit Card,4.23
1356,2023-07-28 23:00:00,756,Premium,Home & Garden,2,119.81,0.0,119.81,239.62,Credit Card,4.27
1357,2023-07-28 23:00:00,899,New,Clothing,1,30.44,0.0,30.44,30.44,Credit Card,4.27
1358,2023-07-29 02:00:00,76,Premium,Electronics,1,404.77,0.0,404.77,485.72399999999993,Credit Card,3.87
1359,2023-07-29 03:00:00,231,Premium,Clothing,1,66.88,0.0,66.88,80.25599999999999,Cash,4.1
1360,2023-07-29 05:00:00,716,Premium,Electronics,1,696.0,0.0,696.0,835.1999999999999,Digital Wallet,3.09
1361,2023-07-29 06:00:00,962,New,Clothing,3,43.29,0.1,38.96,140.256,Credit Card,4.49
1362,2023-07-29 07:00:00,248,Regular,Books,2,26.21,0.0,26.21,62.903999999999996,Credit Card,4.01
1363,2023-07-29 09:00:00,302,Premium,Books,1,34.38,0.0,34.38,41.256,Credit Card,3.85
1364,2023-07-29 11:00:00,726,Regular,Electronics,3,630.93,0.0,630.93,2498.4828,Credit Card,3.83
1365,2023-07-29 12:00:00,215,Regular,Home & Garden,1,106.95,0.0,106.95,141.174,Debit Card,3.78
1366,2023-07-29 12:00:00,158,Premium,Electronics,2,488.44,0.0,488.44,1289.4815999999998,Debit Card,3.41
1367,2023-07-29 15:00:00,69,Regular,Clothing,3,41.9,0.1,37.71,149.3316,Debit Card,4.12
1368,2023-07-29 16:00:00,393,Regular,Sports & Outdoors,1,72.25,0.0,72.25,95.37,Digital Wallet,3.68
1369,2023-07-29 17:00:00,85,Regular,Books,1,28.36,0.0,28.36,37.4352,Debit Card,4.96
1370,2023-07-29 18:00:00,267,Premium,Sports & Outdoors,1,68.8,0.0,68.8,90.81599999999999,Credit Card,3.4
1371,2023-07-29 18:00:00,69,New,Books,1,14.79,0.0,14.79,19.5228,Credit Card,4.4
1372,2023-07-29 19:00:00,611,Regular,Clothing,1,35.96,0.0,35.96,47.467200000000005,Credit Card,4.11
1373,2023-07-29 19:00:00,347,Regular,Books,1,27.92,0.0,27.92,36.8544,Debit Card,4.42
1374,2023-07-29 20:00:00,962,Regular,Electronics,2,624.72,0.0,624.72,1499.328,Debit Card,3.2
1375,2023-07-29 23:00:00,728,Regular,Sports & Outdoors,1,40.8,0.1,36.72,44.064,Digital Wallet,4.61
1376,2023-07-30 04:00:00,927,Premium,Sports & Outdoors,1,51.03,0.0,51.03,61.236,Digital Wallet,4.29
1377,2023-07-30 06:00:00,673,Premium,Clothing,3,38.9,0.0,38.9,140.04,Digital Wallet,4.46
1378,2023-07-30 06:00:00,423,New,Sports & Outdoors,1,50.28,0.0,50.28,60.336,Debit Card,5.0
1379,2023-07-30 07:00:00,606,Regular,Clothing,1,9.51,0.2,7.61,9.132,Debit Card,3.68
1380,2023-07-30 08:00:00,174,New,Home & Garden,1,108.06,0.2,86.45,103.74,Digital Wallet,4.51
1381,2023-07-30 12:00:00,677,Regular,Electronics,1,385.46,0.1,346.91,457.92120000000006,Credit Card,3.35
1382,2023-07-30 15:00:00,115,Regular,Books,1,9.12,0.1,8.21,10.837200000000001,Credit Card,4.05
1383,2023-07-30 15:00:00,220,Premium,Books,2,11.99,0.0,11.99,31.6536,Credit Card,3.73
1384,2023-07-30 19:00:00,956,Premium,Books,2,33.12,0.0,33.12,87.43679999999999,Debit Card,4.03
1385,2023-07-30 20:00:00,31,New,Home & Garden,1,142.81,0.0,142.81,171.37199999999999,Digital Wallet,4.57
1386,2023-07-30 23:00:00,523,New,Electronics,1,548.0,0.0,548.0,657.6,Credit Card,3.21
1387,2023-07-30 23:00:00,343,Regular,Sports & Outdoors,1,49.1,0.0,49.1,58.92,Digital Wallet,4.33
1388,2023-07-31 00:00:00,377,Regular,Sports & Outdoors,1,73.45,0.3,51.41,51.41,Debit Card,5.0
1389,2023-07-31 01:00:00,130,New,Electronics,2,218.68,0.0,218.68,437.36,Cash,3.47
1390,2023-07-31 02:00:00,1000,Premium,Electronics,1,700.6,0.2,560.48,560.48,Debit Card,3.17
1391,2023-07-31 02:00:00,617,Premium,Books,1,26.29,0.2,21.03,21.03,Cash,4.59
1392,2023-07-31 03:00:00,539,Regular,Sports & Outdoors,2,84.2,0.3,58.94,117.88,Credit Card,3.8
1393,2023-07-31 05:00:00,739,Premium,Electronics,1,422.55,0.0,422.55,422.55,Cash,4.6
1394,2023-07-31 05:00:00,2,Regular,Sports & Outdoors,2,52.2,0.2,41.76,83.52,Credit Card,4.55
1395,2023-07-31 07:00:00,871,Regular,Electronics,1,343.54,0.0,343.54,343.54,Debit Card,3.99
1396,2023-07-31 07:00:00,101,Regular,Clothing,1,78.44,0.1,70.6,70.6,Credit Card,4.21
1397,2023-07-31 07:00:00,533,New,Books,1,21.09,0.0,21.09,21.09,Digital Wallet,4.51
1398,2023-07-31 08:00:00,58,Premium,Electronics,3,212.57,0.0,212.57,637.71,Cash,3.82
1399,2023-07-31 09:00:00,389,Regular,Home & Garden,2,113.66,0.0,113.66,227.32,Digital Wallet,4.34
1400,2023-07-31 09:00:00,692,Regular,Electronics,2,441.74,0.0,441.74,883.48,Debit Card,4.21
1401,2023-07-31 09:00:00,941,Regular,Clothing,1,55.32,0.3,38.73,38.73,Debit Card,3.64
1402,2023-07-31 09:00:00,341,New,Home & Garden,1,140.58,0.0,140.58,140.58,Credit Card,4.35
1403,2023-07-31 09:00:00,861,New,Home & Garden,2,111.02,0.1,99.92,199.84,Debit Card,4.0
1404,2023-07-31 09:00:00,20,Regular,Electronics,1,259.65,0.2,207.72,207.72,Credit Card,3.68
1405,2023-07-31 10:00:00,255,Regular,Clothing,1,52.5,0.0,52.5,52.5,Digital Wallet,3.43
1406,2023-07-31 11:00:00,317,Regular,Home & Garden,1,8.0,0.0,8.0,8.8,Digital Wallet,4.26
1407,2023-07-31 11:00:00,38,Regular,Books,1,19.39,0.0,19.39,21.329,Cash,4.34
1408,2023-07-31 15:00:00,660,Regular,Books,1,21.36,0.0,21.36,23.496000000000002,Debit Card,3.88
1409,2023-07-31 17:00:00,537,Regular,Sports & Outdoors,2,94.32,0.0,94.32,207.504,Debit Card,3.46
1410,2023-07-31 19:00:00,386,Regular,Sports & Outdoors,1,64.72,0.0,64.72,71.19200000000001,Debit Card,4.19
1411,2023-07-31 20:00:00,633,Premium,Clothing,1,41.95,0.1,37.76,37.76,Debit Card,4.4
1412,2023-07-31 21:00:00,928,Regular,Home & Garden,3,119.59,0.0,119.59,358.77,Credit Card,4.35
1413,2023-07-31 21:00:00,26,Regular,Books,1,25.73,0.1,23.16,23.16,Digital Wallet,4.73
1414,2023-07-31 22:00:00,454,New,Books,1,24.8,0.0,24.8,24.8,Credit Card,4.77
1415,2023-07-31 22:00:00,681,Regular,Clothing,2,88.51,0.3,61.96,123.92,Debit Card,5.0
1416,2023-07-31 22:00:00,323,New,Home & Garden,1,127.67,0.0,127.67,127.67,Digital Wallet,3.22
1417,2023-07-31 22:00:00,737,Regular,Clothing,2,71.72,0.0,71.72,143.44,Cash,4.11
1418,2023-07-31 22:00:00,513,New,Electronics,1,660.5,0.0,660.5,660.5,Digital Wallet,3.73
1419,2023-07-31 23:00:00,819,Regular,Books,2,9.3,0.0,9.3,18.6,Credit Card,4.64
1420,2023-08-01 00:00:00,773,Regular,Clothing,1,38.46,0.0,38.46,38.46,Credit Card,5.0
1421,2023-08-01 01:00:00,13,Regular,Clothing,2,0.0,0.0,0.0,0.0,Credit Card,4.67
1422,2023-08-01 02:00:00,915,New,Electronics,2,391.52,0.0,391.52,783.04,Cash,2.96
1423,2023-08-01 02:00:00,908,New,Sports & Outdoors,1,57.24,0.0,57.24,57.24,Credit Card,3.35
1424,2023-08-01 05:00:00,560,Regular,Books,1,15.14,0.1,13.63,13.63,Cash,4.43
1425,2023-08-01 07:00:00,921,New,Clothing,1,34.85,0.3,24.39,24.39,Cash,4.85
1426,2023-08-01 09:00:00,825,Regular,Books,1,27.77,0.0,27.77,27.77,Digital Wallet,3.91
1427,2023-08-01 09:00:00,371,Regular,Sports & Outdoors,1,99.24,0.0,99.24,99.24,Credit Card,4.46
1428,2023-08-01 09:00:00,291,Regular,Clothing,2,93.1,0.0,93.1,186.2,Credit Card,2.83
1429,2023-08-01 10:00:00,332,Regular,Electronics,1,505.74,0.0,505.74,505.74,Digital Wallet,3.23
1430,2023-08-01 10:00:00,606,Premium,Books,1,35.67,0.0,35.67,35.67,Digital Wallet,3.03
1431,2023-08-01 11:00:00,261,New,Electronics,1,1031.26,0.2,825.01,907.5110000000001,Cash,2.7
1432,2023-08-01 11:00:00,994,New,Sports & Outdoors,1,79.35,0.0,79.35,87.285,Credit Card,3.93
1433,2023-08-01 12:00:00,790,New,Sports & Outdoors,2,84.18,0.2,67.34,148.14800000000002,Digital Wallet,5.0
1434,2023-08-01 14:00:00,871,New,Books,1,27.73,0.0,27.73,30.503000000000004,Debit Card,3.57
1435,2023-08-01 14:00:00,205,New,Sports & Outdoors,2,53.37,0.0,53.37,117.414,Credit Card,4.08
1436,2023-08-01 16:00:00,697,Regular,Home & Garden,3,134.23,0.0,134.23,442.95900000000006,Debit Card,3.76
1437,2023-08-01 17:00:00,687,Regular,Books,3,15.43,0.0,15.43,50.919000000000004,Debit Card,4.14
1438,2023-08-01 17:00:00,950,Regular,Home & Garden,1,128.68,0.0,128.68,141.54800000000003,Credit Card,3.84
1439,2023-08-01 21:00:00,387,Regular,Sports & Outdoors,1,109.83,0.0,109.83,109.83,Credit Card,3.94
1440,2023-08-01 22:00:00,892,Regular,Books,1,9.98,0.0,9.98,9.98,Debit Card,3.89
1441,2023-08-02 02:00:00,821,Regular,Home & Garden,1,127.14,0.0,127.14,127.14,Debit Card,4.22
1442,2023-08-02 04:00:00,468,New,Sports & Outdoors,2,72.55,0.1,65.3,130.6,Credit Card,4.87
1443,2023-08-02 05:00:00,415,Regular,Clothing,2,71.42,0.0,71.42,142.84,Credit Card,4.14
1444,2023-08-02 06:00:00,69,New,Clothing,2,47.35,0.0,47.35,94.7,Cash,5.0
1445,2023-08-02 09:00:00,472,New,Electronics,1,337.15,0.1,303.43,303.43,Digital Wallet,3.96
1446,2023-08-02 09:00:00,104,Regular,Clothing,1,54.64,0.0,54.64,54.64,Digital Wallet,4.55
1447,2023-08-02 11:00:00,758,Premium,Home & Garden,1,105.2,0.0,105.2,115.72000000000001,Credit Card,3.69
1448,2023-08-02 15:00:00,161,Regular,Clothing,1,71.36,0.1,64.22,70.64200000000001,Credit Card,4.26
1449,2023-08-02 16:00:00,200,New,Books,3,12.42,0.0,12.42,40.986000000000004,Digital Wallet,4.05
1450,2023-08-02 16:00:00,216,Premium,Books,1,9.38,0.0,9.38,10.318000000000001,Credit Card,3.6
1451,2023-08-02 17:00:00,946,Regular,Books,1,28.03,0.1,25.22,27.742,Debit Card,4.0
1452,2023-08-02 17:00:00,212,Regular,Clothing,1,8.28,0.1,7.45,8.195,Credit Card,4.59
1453,2023-08-02 17:00:00,508,Premium,Clothing,2,50.72,0.0,50.72,111.584,Credit Card,4.79
1454,2023-08-02 20:00:00,16,Regular,Electronics,1,356.05,0.0,356.05,356.05,Digital Wallet,3.97
1455,2023-08-02 22:00:00,498,New,Sports & Outdoors,1,110.03,0.0,110.03,110.03,Digital Wallet,4.23
1456,2023-08-02 22:00:00,884,Regular,Electronics,1,596.23,0.0,596.23,596.23,Cash,2.9
1457,2023-08-03 02:00:00,332,Regular,Home & Garden,1,112.15,0.0,112.15,112.15,Cash,4.3
1458,2023-08-03 02:00:00,717,Regular,Books,1,25.91,0.0,25.91,25.91,Debit Card,3.87
1459,2023-08-03 03:00:00,877,Regular,Clothing,3,62.14,0.0,62.14,186.42,Debit Card,3.55
1460,2023-08-03 05:00:00,551,Premium,Sports & Outdoors,1,82.41,0.0,82.41,82.41,Credit Card,3.65
1461,2023-08-03 05:00:00,601,Premium,Sports & Outdoors,1,85.67,0.0,85.67,85.67,Debit Card,4.04
1462,2023-08-03 05:00:00,942,Premium,Clothing,1,28.74,0.0,28.74,28.74,Credit Card,3.91
1463,2023-08-03 05:00:00,256,Premium,Electronics,1,135.32,0.1,121.78,121.78,Digital Wallet,4.37
1464,2023-08-03 06:00:00,992,Premium,Sports & Outdoors,1,111.33,0.0,111.33,111.33,Debit Card,3.87
1465,2023-08-03 06:00:00,766,New,Electronics,1,452.11,0.0,452.11,452.11,Digital Wallet,3.69
1466,2023-08-03 07:00:00,728,New,Clothing,1,53.49,0.0,53.49,53.49,Debit Card,3.99
1467,2023-08-03 08:00:00,880,Regular,Electronics,1,525.25,0.0,525.25,525.25,Credit Card,3.41
1468,2023-08-03 09:00:00,815,Premium,Books,3,37.19,0.0,37.19,111.57,Digital Wallet,3.68
1469,2023-08-03 10:00:00,172,Regular,Clothing,1,32.27,0.0,32.27,32.27,Digital Wallet,4.9
1470,2023-08-03 10:00:00,649,Regular,Clothing,2,34.54,0.0,34.54,69.08,Digital Wallet,3.36
1471,2023-08-03 11:00:00,1000,New,Sports & Outdoors,1,98.84,0.0,98.84,108.72400000000002,Digital Wallet,5.0
1472,2023-08-03 12:00:00,498,New,Sports & Outdoors,1,31.46,0.0,31.46,34.606,Credit Card,4.42
1473,2023-08-03 13:00:00,471,Regular,Sports & Outdoors,1,49.71,0.1,44.74,49.214000000000006,Cash,3.57
1474,2023-08-03 14:00:00,384,New,Books,2,28.06,0.2,22.45,49.39,Debit Card,4.63
1475,2023-08-03 14:00:00,690,Regular,Books,2,16.19,0.0,16.19,35.61800000000001,Digital Wallet,4.31
1476,2023-08-03 17:00:00,589,New,Home & Garden,2,25.43,0.0,25.43,55.946000000000005,Digital Wallet,4.94
1477,2023-08-03 19:00:00,700,Regular,Clothing,1,33.55,0.0,33.55,36.905,Credit Card,3.5
1478,2023-08-03 20:00:00,507,Regular,Sports & Outdoors,2,66.48,0.2,53.18,106.36,Cash,3.85
1479,2023-08-03 22:00:00,992,Regular,Clothing,2,48.29,0.0,48.29,96.58,Cash,4.33
1480,2023-08-03 23:00:00,527,Regular,Electronics,1,199.85,0.0,199.85,199.85,Debit Card,4.02
1481,2023-08-04 01:00:00,804,New,Books,2,22.39,0.2,17.91,35.82,Digital Wallet,5.0
1482,2023-08-04 01:00:00,831,Premium,Home & Garden,2,30.04,0.0,30.04,60.08,Cash,3.68
1483,2023-08-04 01:00:00,325,Regular,Electronics,1,435.24,0.0,435.24,435.24,Credit Card,3.03
1484,2023-08-04 02:00:00,214,Regular,Clothing,1,85.19,0.3,59.63,59.63,Cash,5.0
1485,2023-08-04 03:00:00,208,Regular,Books,3,18.23,0.0,18.23,54.69,Debit Card,4.18
1486,2023-08-04 04:00:00,169,New,Sports & Outdoors,1,96.9,0.1,87.21,87.21,Digital Wallet,3.91
1487,2023-08-04 04:00:00,330,Premium,Electronics,2,397.18,0.0,397.18,794.36,Debit Card,3.98
1488,2023-08-04 05:00:00,280,Regular,Books,1,26.36,0.0,26.36,26.36,Debit Card,3.16
1489,2023-08-04 09:00:00,978,Regular,Clothing,1,32.8,0.0,32.8,32.8,Digital Wallet,4.37
1490,2023-08-04 10:00:00,305,New,Clothing,2,82.33,0.3,57.63,115.26,Debit Card,4.39
1491,2023-08-04 10:00:00,146,Premium,Electronics,2,434.67,0.0,434.67,869.34,Debit Card,3.32
1492,2023-08-04 10:00:00,775,Regular,Electronics,1,487.56,0.0,487.56,487.56,Debit Card,4.14
1493,2023-08-04 11:00:00,516,New,Electronics,1,504.12,0.0,504.12,554.532,Debit Card,3.68
1494,2023-08-04 12:00:00,90,Regular,Home & Garden,1,105.31,0.0,105.31,115.84100000000001,Debit Card,3.5
1495,2023-08-04 13:00:00,453,Premium,Sports & Outdoors,1,73.32,0.0,73.32,80.652,Credit Card,4.14
1496,2023-08-04 13:00:00,60,Regular,Books,2,25.91,0.1,23.32,51.304,Credit Card,4.45
